arm,run,model,provider,image_path,label,detector_score,detector_p,vlm_verdict,vlm_conf,p_vlm,vlm_reasoning,final_decision,abstained,tokens_in,tokens_out,had_crop
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/294.JPG,0,0.661726713180542,0.5555555555555556,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent translucent shells with darker olive/brown fill visible through the shell — this is normal and expected for this capsule type. The bright green specular highlights and the darker regions are optical artifacts from the translucent gelatin shell interacting with the lighting, not surface defects. All capsules appear uniformly shaped with no visible cracks, leaks, deformations, or contamination.",pass,False,810,113,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/297.JPG,0,0.5952457189559937,0.43078324225865217,clean,0.82,0.09000000000000002,"The capsules show consistent green gelatin shells with normal specular highlights and expected color variation due to lighting angle and translucency of the fill material. The darker brownish appearance on some capsules is consistent with light transmission through the green shell revealing the oil-based fill content, not a defect. No visible seam failures, leaks, deformations, or surface damage are apparent.",pass,False,810,103,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/303.JPG,0,0.5813183784484863,0.42105263157894735,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent translucent appearance with the characteristic bright green rim and darker olive-brown center, which is normal optical behavior for filled gelatin capsules under overhead lighting. The specular highlights and color gradients visible on each capsule are artifacts of the curved reflective surface and internal fill color, not surface defects. No seam splits, dents, leaks, or shape anomalies are evident.",pass,False,810,113,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/306.JPG,0,0.6764252781867981,0.5833333333333333,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent shape, uniform translucent green color, and smooth surfaces across all units. The darker brown/olive areas visible through the capsule shells are the oil fill content showing through the translucent gelatin, and the bright white highlights are specular reflections from the glossy surface — both are expected features of softgel capsules, not defects.",pass,False,810,104,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/320.JPG,0,0.5127049088478088,0.46153846153846156,clean,0.82,0.09000000000000002,"The dark brownish areas visible on the capsules are consistent with the internal oil/fill content showing through the translucent green gelatin shell under directional lighting — a normal optical characteristic of softgel capsules. The specular highlights and color variation across all capsules follow a uniform pattern typical of glossy gelatin surfaces under overhead illumination, with no evidence of dents, cracks, leaks, deformation, or surface irregularities that would indicate a manufacturing defect.",pass,False,810,123,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/324.JPG,0,0.5671488642692566,0.4224519940915806,clean,0.82,0.09000000000000002,"The capsules show consistent oval softgel shapes with uniform green translucent shells and normal specular highlights running along their curved surfaces. The darker olive/brown interior coloration is the fill material visible through the transparent shell, which is expected for this type of softgel capsule. No dents, cracks, leaks, deformations, or surface irregularities are apparent.",pass,False,810,103,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/333.JPG,0,0.5469885468482971,0.4680851063829787,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent oval shapes with smooth surfaces and uniform coloration. The darker areas visible on each capsule are specular highlights and the natural translucency of the gelatin shell showing the fill material inside — these are expected optical artifacts of glossy, transparent capsules under directional lighting, not manufacturing defects.",pass,False,810,92,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/363.JPG,0,0.5983405113220215,0.46153846153846156,clean,0.82,0.09000000000000002,"The green softgel capsules appear uniformly formed with smooth, intact shells and consistent coloration. The bright linear highlights visible on several capsules are specular reflections from the glossy gelatin surface under the overhead lighting, not cracks or surface defects.",pass,False,810,77,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/377.JPG,0,0.5470889210700989,0.4761904761904762,clean,0.82,0.09000000000000002,"The darker brownish areas visible on the capsules are consistent with specular highlights and the natural translucency of gelatin softgel capsules showing the interior fill through the shell — this is an expected optical artifact, not a defect. All capsules appear uniformly shaped with intact seams and no visible leaks, deformations, or surface damage.",pass,False,810,97,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/394.JPG,0,0.6299962997436523,0.48979591836734687,clean,0.82,0.09000000000000002,"The dark regions visible on the capsules are consistent with specular highlights and the translucent green shell revealing the darker oil fill inside — a normal optical characteristic of softgel capsules. No cracks, deformations, leaks, or surface irregularities indicative of manufacturing defects are apparent across the batch.",pass,False,810,89,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/400.JPG,0,0.4939498603343963,0.3125,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent shape, smooth surfaces, and uniform fill. The dark brownish areas visible on each capsule are specular/transmission artifacts from the translucent green shell revealing the darker oil fill inside under directional lighting — this is expected optical behavior for softgels, not a defect. No deformations, leaks, seam failures, or surface irregularities are evident.",pass,False,810,109,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/402.JPG,0,0.6195821762084961,0.49429657794676807,clean,0.82,0.09000000000000002,"The bright highlights and dark central regions visible on the softgel capsules are consistent with normal specular reflections on a curved, translucent gelatin surface under directional lighting. The capsules appear uniformly shaped with no visible seam leaks, deformations, or surface damage; the appearance variation is attributable to lighting artifacts rather than manufacturing defects.",pass,False,810,98,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/417.JPG,0,0.6818574666976929,0.5454545454545455,clean,0.82,0.09000000000000002,"The dark regions visible on each capsule are consistent specular highlights and internal light refraction through the translucent green gelatin shell — a normal optical artifact for this type of softgel capsule. All capsules appear uniformly shaped with smooth, intact surfaces and no visible cracks, deformations, leaks, or surface irregularities that would indicate a manufacturing defect.",pass,False,810,102,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/423.JPG,0,0.5622022151947021,0.4565217391304348,clean,0.82,0.09000000000000002,"The green softgel capsules all appear uniformly shaped and intact with no visible cracks, leaks, deformations, or surface damage. The dark areas visible on each capsule are consistent with normal specular highlights and the translucent shell showing the darker oil fill inside — an expected optical artifact of the glossy gelatin surface under directional lighting.",pass,False,810,97,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/427.JPG,0,0.5579825639724731,0.4565217391304348,clean,0.82,0.09000000000000002,"The brownish/darker areas visible on the capsules are consistent with specular highlights and the translucent gelatin shell showing the interior fill material through the curved surface — a normal optical artifact for softgel capsules under directional lighting. All capsules appear uniformly shaped with intact, smooth shells and no visible seam failures, leaks, dents, or surface irregularities that would indicate a manufacturing defect.",pass,False,810,110,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/457.JPG,0,0.5581363439559937,0.4680851063829787,clean,0.82,0.09000000000000002,"The capsules show consistent green gelatin shells with normal specular highlights running along their length — these bright elongated reflections are typical light artifacts on smooth, curved gelatin surfaces. No visible seam failures, color inconsistencies, deformations, or surface damage are apparent across the batch.",pass,False,810,83,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/469.JPG,0,0.6365044116973877,0.5490196078431373,clean,0.82,0.09000000000000002,"The bright streaks and lighter regions visible on the capsules are consistent with specular highlights from the glossy gelatin surface under directional lighting, not cracks or delamination. All capsules appear uniformly shaped with intact shells and no visible leakage, dents, or surface breaks.",pass,False,810,84,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/479.JPG,0,0.57981276512146,0.4385964912280702,clean,0.82,0.09000000000000002,"The dark central regions on the capsules are consistent with the translucent green gelatin shell allowing the darker oil/fill content to show through, combined with specular highlights along the edges — this is a normal optical characteristic of softgel capsules. No deformations, cracks, leaks, discoloration anomalies, or surface irregularities are visible across the population of capsules.",pass,False,810,106,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/483.JPG,0,0.6020177602767944,0.4791666666666667,clean,0.82,0.09000000000000002,"The capsules show consistent translucent green gelatin shells with normal specular highlights and the characteristic dark olive-brown interior fill visible through the shell. The bright elongated highlights and darker centers are expected optical artifacts from the glossy curved surface under directional lighting, not surface defects. No cracks, dents, leaks, or shape anomalies are evident.",pass,False,810,99,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/484.JPG,0,0.5893962979316711,0.4385964912280702,clean,0.82,0.09000000000000002,"All capsules display consistent oval softgel shapes with uniform green coloration and normal specular highlights running along their surfaces. The darker brownish-olive areas visible on each capsule are consistent with the translucent gelatin shell showing the interior fill color through varying thickness — a normal optical characteristic of softgel capsules, not a defect.",pass,False,810,94,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/488.JPG,0,0.4813784658908844,0.25,clean,0.82,0.09000000000000002,"The capsules show consistent bright green gelatin shells with expected specular highlights and the characteristic darker olive/brown appearance where light passes through the thicker fill material — this is normal optical behavior for translucent softgel capsules. No visible seam failures, leaks, deformations, or surface damage are apparent across the batch.",pass,False,810,92,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/490.JPG,0,0.5758058428764343,0.43078324225865217,clean,0.82,0.09000000000000002,"The dark/brownish areas visible on the capsules are consistent with specular highlights and the translucent green gel capsule shell showing the darker oil fill inside — a normal optical effect for this type of softgel capsule. All capsules appear uniformly shaped with smooth, intact surfaces and no visible cracks, leaks, deformations, or surface irregularities that would indicate a manufacturing defect.",pass,False,810,108,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/514.JPG,0,0.5315245985984802,0.4761904761904762,clean,0.82,0.09000000000000002,"The capsules show consistent bright green gelatin shells with expected specular highlights and the characteristic darker interior shadow from the fill material visible through the translucent shell. The variation in appearance (brighter green edges vs. darker centers) is a normal optical artifact of light passing through the curved translucent gelatin shell, not a surface defect. No deformations, leaks, seam failures, or surface irregularities are evident.",pass,False,810,113,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/518.JPG,0,0.5556816458702087,0.4761904761904762,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent shape, color, and surface finish across all units. The bright linear highlights and darker central regions are characteristic specular reflections from the curved, translucent gelatin surface under directional lighting, not surface defects or contamination.",pass,False,810,79,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/520.JPG,0,0.586117684841156,0.4761904761904762,clean,0.82,0.09000000000000002,"The capsules show consistent glossy green gelatin shells with normal specular highlights running along their curved surfaces — the bright streaks and darker regions are characteristic light reflections on translucent softgel capsules, not surface defects. No visible cracks, leaks, deformations, or color inconsistencies indicative of manufacturing defects are present.",pass,False,810,97,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/525.JPG,0,0.5746691226959229,0.46153846153846156,clean,0.82,0.09000000000000002,"The capsules show consistent oval softgel shapes with uniform green coloring and normal specular highlights running along their curved surfaces. The darker brownish areas visible through the translucent shells are the expected appearance of the oil-based fill content, and the bright highlights are typical light reflections on smooth gelatin surfaces — no cracks, leaks, deformations, or surface anomalies are evident.",pass,False,810,106,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/545.JPG,0,0.4979996681213379,0.308641975308642,clean,0.82,0.09000000000000002,"All capsules show consistent elongated oval shapes with smooth, uniform gelatin shells and normal specular highlights from the studio lighting. The dark interior regions visible through the translucent green shells are the expected appearance of the oil-based fill content, not defects, and no deformations, cracks, leaks, or surface irregularities are apparent.",pass,False,810,96,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/552.JPG,0,0.6035829782485962,0.4791666666666667,clean,0.82,0.09000000000000002,"All capsules display consistent translucent green gelatin with normal specular highlights running along their curved surfaces — the bright streaks and darker regions are characteristic light reflections on smooth, rounded gelatin capsules rather than cracks, deformations, or contamination. No capsule shows irregular shape, surface rupture, discoloration anomaly, or fill leakage that would indicate a manufacturing defect.",pass,False,810,107,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/569.JPG,0,0.5598815679550171,0.4385964912280702,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent specular highlights running along their curved surfaces, which are expected optical artifacts from the glossy gelatin shell under directional lighting. The dark central regions are light transmission through the translucent capsule body revealing the fill material inside — a normal appearance for this product type. No seam splits, leaks, deformations, or surface irregularities are visible.",pass,False,810,106,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/576.JPG,0,0.6279214024543762,0.4693877551020408,clean,0.82,0.09000000000000002,"The capsules show consistent translucent green gelatin shells with normal specular highlights and internal fill shadows — the darker regions visible in several capsules are characteristic light transmission through the fill material, not defects. No cracks, deformations, leaks, or surface irregularities are evident across the batch.",pass,False,810,87,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/580.JPG,0,0.5825905203819275,0.4224519940915806,clean,0.82,0.09000000000000002,"The bright highlights and dark centers visible on the capsules are consistent with specular reflections on smooth, transparent gelatin surfaces with an oil fill inside — a normal optical appearance for softgel capsules. No deformations, leaks, seam splits, discoloration patches, or surface irregularities indicative of a manufacturing defect are visible across the batch.",pass,False,810,99,False
A,2,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/594.JPG,0,0.6463108658790588,0.6,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent shape, smooth surfaces, and uniform fill. The dark/brown areas visible on each capsule are specular highlights and internal light refraction through the translucent green shell — a normal optical artifact of glossy gelatin capsules under directional lighting, not a defect.",pass,False,810,88,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/000.JPG,1,0.5493737459182739,0.42105263157894735,clean,0.82,0.09000000000000002,"The capsules show consistent green coloration with uniform specular highlights running along their length — these bright reflective streaks are characteristic of the curved gelatin surface under directional lighting, not surface damage or contamination. No deformations, leaks, discoloration patches, or seam failures are visible across the batch.",pass,False,810,89,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/001.JPG,1,0.6878484487533569,0.6393442622950819,unsure,0.45,0.5,"One capsule in the lower-left area appears to have a small bubble or inclusion visible through the translucent shell, which could be a real encapsulation defect. However, the specular highlights and the translucent green gelatin create complex optical effects that make it difficult to distinguish a genuine air bubble or fill anomaly from a lighting artifact.",escalate,True,810,96,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/002.JPG,1,0.6373302936553955,0.5289672544080605,defect,0.72,0.86,"One capsule in the middle-left area shows a small bubble or indentation on its surface that is distinct from the specular highlights seen on all other capsules — this appears to be a real surface deformity (air bubble or pit in the gelatin shell) rather than a lighting artifact, as it lacks the elongated highlight pattern and appears as a localized circular anomaly.",fail,False,810,102,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/003.JPG,1,0.6290700435638428,0.48979591836734687,unsure,0.45,0.5,"Most capsules show consistent green color with normal specular highlights, but one capsule near the center-left appears notably darker/more opaque (brownish-green) compared to its neighbors, which could indicate a fill content anomaly or shell discoloration. However, this could also be a lighting/orientation artifact given the translucent nature of the gelatin shells.",escalate,True,810,100,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/004.JPG,1,0.5467589497566223,0.41440377804014167,clean,0.82,0.09000000000000002,"The capsules show consistent green gelatin shells with normal specular highlights and the characteristic dark center caused by light transmission through the fill material. The variations in brightness and dark streaks are typical optical artifacts from the translucent gel capsule material and overhead lighting, not surface defects or contamination.",pass,False,810,83,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/005.JPG,1,0.6432687640190125,0.5121951219512195,clean,0.82,0.09000000000000002,"The dark regions visible on the capsules are consistent with specular highlights and the translucent green gel material showing the darker interior fill through the shell — a normal optical characteristic of softgel capsules. All capsules appear uniformly shaped with smooth, intact surfaces and no visible cracks, leaks, deformations, or discoloration anomalies that would indicate a manufacturing defect.",pass,False,810,104,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/006.JPG,1,0.554257333278656,0.4224519940915806,unsure,0.5,0.5,"One capsule near the center appears to have a visible air bubble or inclusion trapped inside, which could be a real fill defect, but the translucent green gelatin and specular highlights make it difficult to distinguish a genuine internal void from a lighting/reflection artifact. The remaining capsules appear uniform in shape and surface quality.",escalate,True,810,90,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/007.JPG,1,0.5529176592826843,0.42105263157894735,defect,0.72,0.86,"One capsule near the upper-center of the image appears to have a visible bubble or void inclusion on its surface, which is distinct from the specular highlights seen on the other capsules. This could indicate a fill or sealing defect rather than a lighting artifact, as the other capsules show consistent highlight patterns without such anomalies.",fail,False,810,93,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/008.JPG,1,0.5924664735794067,0.4385964912280702,clean,0.82,0.09000000000000002,"The green softgel capsules all appear uniformly shaped with smooth surfaces and consistent translucent green color. The bright highlights and darker internal shadows visible on each capsule are typical specular reflections from the curved gelatin surface under overhead lighting, not surface defects or contamination.",pass,False,810,81,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/010.JPG,1,0.6687542200088501,0.5238095238095238,clean,0.82,0.09000000000000002,"The capsules show consistent green gelatin shells with normal specular highlights running along their curved surfaces, which is expected for this type of softgel capsule. The darker central stripe visible on each capsule is a typical optical effect from the transparent/translucent shell showing the interior fill, not a defect. No visible seam failures, leaks, deformations, or surface irregularities are apparent.",pass,False,810,108,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/012.JPG,1,0.5046688914299011,0.4363636363636363,clean,0.82,0.09000000000000002,"The capsules show consistent specular highlights and the darker brown/olive interior coloration visible through the translucent green gelatin shell is expected optical behavior for oil-filled softgel capsules. The variation in appearance across capsules is due to differences in viewing angle and lighting reflection, not surface defects or fill anomalies.",pass,False,810,91,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/013.JPG,1,0.5,0.3164556962025316,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent shape, uniform color, and normal specular highlights along their curved surfaces. The darker regions visible on each capsule are expected light/shadow gradients from the translucent gelatin shell over the oil fill, not defects; no deformations, leaks, seam failures, or discoloration anomalies are evident.",pass,False,810,100,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/014.JPG,1,0.6872185468673706,0.6377816291161179,unsure,0.45,0.5,"One capsule in the middle-left area appears to have a small bubble or void visible through its transparent shell, which could indicate a fill defect or air inclusion. However, the bright specular highlights and the translucent green gelatin make it difficult to distinguish a genuine internal bubble from a lighting/reflection artifact.",escalate,True,810,88,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/015.JPG,1,0.595771849155426,0.46153846153846156,defect,0.82,0.9099999999999999,"One capsule in the left-middle row shows a visible air bubble or void inclusion trapped within the gelatin shell, appearing as a small circular bubble rather than a specular highlight. Additionally, several capsules show asymmetric or irregular shapes (notably some appear elongated/tapered unevenly compared to others), suggesting forming defects. The bubble in particular is a classic softgel manufacturing defect distinct from normal surface reflections.",fail,False,810,113,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/016.JPG,1,0.6790095567703247,0.5555555555555556,clean,0.82,0.09000000000000002,"The green softgel capsules show consistent shape, fill level, and surface appearance across all units. The darker brown/olive areas visible through the translucent green shell are the oil fill contents seen through the gelatin, and the bright highlights are specular reflections from the glossy capsule surface — both are expected features of softgel capsules, not defects.",pass,False,810,100,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/017.JPG,1,0.6032625436782837,0.4363636363636363,clean,0.82,0.09000000000000002,"The bright highlights and darker central regions on the capsules are consistent with specular reflections on the curved, glossy gelatin surface under directional lighting — a normal optical artifact for transparent/translucent softgel capsules. All capsules appear uniformly shaped with no visible seam failures, dents, leaks, or surface irregularities that would indicate a manufacturing defect.",pass,False,810,103,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/018.JPG,1,0.6254059672355652,0.4693877551020408,clean,0.82,0.09000000000000002,"The darker brownish areas visible inside the capsules are the oil fill content showing through the translucent green gelatin shell — this is expected for softgel capsules. The specular highlights and internal color variation are consistent with normal light refraction through the gelatin and oil, not surface defects. All capsules appear uniformly shaped with smooth, intact shells.",pass,False,810,98,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/020.JPG,1,0.5478456616401672,0.4385964912280702,clean,0.72,0.14,"The capsules show consistent glossy green appearance with normal specular highlights running along their curved surfaces. The darker regions visible on some capsules are typical light transmission artifacts through the translucent gelatin shell, not structural defects, and all capsules appear uniformly shaped without visible cracks, deformations, or fill anomalies.",escalate,True,810,92,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/021.JPG,1,0.5703654289245605,0.42105263157894735,clean,0.82,0.09000000000000002,"The bright white streaks/highlights visible on the capsules are consistent with specular reflections from the overhead lighting on the smooth, glossy gelatin surface — a normal optical artifact for transparent softgel capsules. All capsules appear uniformly shaped with no visible cracks, leaks, deformations, or fill anomalies.",pass,False,810,93,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/022.JPG,1,0.6390045881271362,0.5460750853242321,unsure,0.45,0.5,"One capsule in the lower-left region shows what appears to be a small dark puncture or pit on its surface, distinct from the elongated specular highlights seen on all other capsules. However, it's difficult to confirm whether this is a real defect (pinhole, air bubble breach) or a shadow/dust artifact given the image resolution and angle.",escalate,True,810,170,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/023.JPG,1,0.5697439908981323,0.43078324225865217,defect,0.72,0.86,"One capsule in the middle-right area shows a small circular bubble or void on its surface, which differs from the specular highlights seen on all other capsules. This appears to be an air bubble or inclusion in the gelatin shell rather than a lighting artifact, as it lacks the elongated highlight pattern consistent with reflections on the other capsules.",fail,False,810,95,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/024.JPG,1,0.676827073097229,0.5454545454545455,unsure,0.45,0.5,"Most capsules show normal specular highlights consistent with their glossy gelatin surface, but one capsule in the lower-center area appears to have a small white spot or pit that could be a surface defect (bubble, inclusion, or indentation) rather than a typical highlight. However, the image resolution and lighting make it difficult to distinguish a genuine surface flaw from a specular artifact with confidence.",escalate,True,810,106,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/025.JPG,1,0.6519633531570435,0.5238095238095238,defect,0.72,0.86,"One capsule on the left side (middle-left area) shows what appears to be a small bubble or pit indentation on its surface, distinct from the specular highlights seen on other capsules. This localized surface irregularity is consistent with a manufacturing defect (air bubble or surface void in the gelatin shell) rather than a lighting artifact, as the other capsules show uniform highlight patterns without similar features.",fail,False,810,109,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/026.JPG,1,0.6426812410354614,0.5217391304347826,clean,0.82,0.09000000000000002,"All capsules display consistent oval softgel shapes with uniform green translucent shells and normal specular highlights running along their curved surfaces. The brown/amber interior color visible through the shell is expected fill content, and the bright highlight lines are typical light reflections on glossy gelatin capsules — no deformation, leakage, discoloration patches, or surface damage is evident.",pass,False,810,102,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/027.JPG,1,0.6870537996292114,0.6377816291161179,clean,0.82,0.09000000000000002,"The green gel capsules show consistent shape, color, and surface finish across all units. The bright highlights and darker central regions are characteristic specular reflections from the curved, transparent gelatin surface under directional lighting, not actual defects. No seam splits, air bubbles, deformations, or fill anomalies are evident.",pass,False,810,92,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/028.JPG,1,0.5965960621833801,0.46153846153846156,defect,0.82,0.9099999999999999,"One capsule in the middle-left area shows a visible air bubble or void inclusion within the gelatin shell, appearing as a small circular bubble on the surface. This is a real manufacturing defect (entrapped air during encapsulation) rather than a specular highlight, as it has a distinct circular boundary inconsistent with normal reflections seen on the other capsules.",fail,False,810,99,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/029.JPG,1,0.5925663113594055,0.4363636363636363,clean,0.82,0.09000000000000002,"The dark brownish areas visible on the capsules are consistent with specular highlights and light transmission through the translucent green gelatin shell revealing the darker interior fill oil — this is a normal optical artifact for softgel capsules. All capsules appear uniformly shaped with smooth, intact surfaces and no visible cracks, dents, leaks, or seam failures.",pass,False,810,99,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/030.JPG,1,0.6203349232673645,0.4693877551020408,defect,0.82,0.9099999999999999,"One capsule in the upper-left area shows a small dark spot/inclusion on its surface that is distinct from the specular highlights seen on all other capsules. This appears to be a foreign particle or contamination embedded in or on the gelatin shell, not a lighting artifact, as it lacks the elongated bright reflection pattern characteristic of the specular highlights on the other capsules.",fail,False,810,102,False
A,3,claude-sonnet-4-6,anthropic,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/031.JPG,1,0.636194109916687,0.48979591836734687,unsure,0.45,0.5,"The capsules show varying color appearances ranging from bright green to darker olive/brown tones, which could indicate fill content variation, gelatin shell inconsistency, or simply be due to orientation and lighting/specular highlights on the translucent shells. The darker appearance on some capsules is consistent with light transmission through the gel cap at different angles, but genuine color or fill inconsistencies cannot be ruled out without controlled lighting.",escalate,True,810,111,False
