arm,run,model,image_path,label,detector_score,detector_p,vlm_verdict,vlm_conf,vlm_reasoning,final_decision,abstained,tokens_in,tokens_out,had_crop
A,2,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/545.JPG,0,0.4979996681213379,0.308641975308642,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright green translucent bodies with natural specular highlights from the glossy surface and internal light refraction. The white/gold reflections are consistent artifacts from overhead lighting on curved, reflective surfaces. No visible cracks, discoloration, opacity variations, or material defects are present across the batch.",pass,False,809,100,False
A,2,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/552.JPG,0,0.6035829782485962,0.4791666666666667,clean,0.92,"These are pharmaceutical capsules (likely vitamin supplements) with expected manufacturing characteristics: bright specular highlights from the gelatin surface, natural color variation in the green dye, and normal surface sheen. The bright spots are reflections from the overhead lighting on the curved, glossy capsule surface—a standard optical artifact on translucent gelatin products. No pitting, cracks, discoloration, or structural defects are visible.",pass,False,809,117,False
A,2,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/569.JPG,0,0.5598815679550171,0.4385964912280702,clean,0.92,"These are translucent green capsules with intentional metallic/gold coating on one end, which is a standard manufacturing design. The bright specular highlights and color variations are consistent with the reflective properties of the coating and lighting angles, not manufacturing defects. All capsules show uniform shape, consistent coloring, and expected surface characteristics for this product type.",pass,False,809,101,False
A,2,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/576.JPG,0,0.6279214024543762,0.4693877551020408,clean,0.92,"These are pharmaceutical capsules (likely soft gels) with expected specular highlights from their glossy gelatin surface and the light source. The bright reflections are characteristic of the curved, translucent capsule geometry and proper manufacturing finish. No surface cracks, discoloration, opacity variations, or material defects are visible—only normal lighting artifacts and reflections consistent with quality control standards for capsule products.",pass,False,809,112,False
A,2,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/580.JPG,0,0.5825905203819275,0.4224519940915806,clean,0.92,"These are gel capsules with intentional metallic/pearlescent green coating and reflective highlights. The bright spots are specular reflections from the glossy surface finish, which is a normal and expected appearance for this product type. No surface cracks, discoloration, deformation, or material defects are visible across the batch.",pass,False,809,97,False
A,2,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/594.JPG,0,0.6463108658790588,0.6,clean,0.92,"These are gel capsules with expected manufacturing characteristics: uniform green coloring, consistent specular highlights from the glossy surface, and normal light reflections. The bright streaks are characteristic reflections from the capsule's curved, polished surface under directional lighting—a normal optical artifact, not a defect. All capsules show consistent shape, size, and finish typical of acceptable pharmaceutical or supplement capsule production.",pass,False,809,112,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/000.JPG,1,0.5493737459182739,0.42105263157894735,clean,0.92,"These are pharmaceutical capsules (likely soft gels) with expected manufacturing characteristics: uniform green coloring, consistent metallic/pearlescent sheen from pigmentation, and normal specular highlights from the glossy gelatin surface. The variation in brightness across capsules is due to lighting angle and surface curvature, not defects. No cracks, discoloration, opacity changes, or material degradation are visible.",pass,False,809,114,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/001.JPG,1,0.6878484487533569,0.6393442622950819,clean,0.92,"These are translucent green capsules with intentional metallic gold/brass coating on the ends, which is a standard manufacturing feature. The specular highlights and color gradations visible are consistent with the reflective properties of the coated surface and lighting conditions, not manufacturing defects. All capsules show uniform shape, consistent coloring, and expected surface characteristics for this product type.",pass,False,809,105,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/002.JPG,1,0.6373302936553955,0.5289672544080605,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation from the dye distribution, and consistent oval/oblong morphology. The highlights and color gradients are consistent with proper light reflection on curved transparent/translucent surfaces, not defects. No visible cracks, delamination, or structural damage is present.",pass,False,809,107,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/003.JPG,1,0.6290700435638428,0.48979591836734687,clean,0.92,"These are pharmaceutical capsules with expected specular highlights from their glossy gelatin surface and the overhead lighting. The bright reflections on the capsule ends are characteristic of the manufacturing process and material properties, not defects. All capsules show consistent color saturation, shape, and surface integrity typical of acceptable pharmaceutical products.",pass,False,809,92,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/004.JPG,1,0.5467589497566223,0.41440377804014167,clean,0.92,"These are translucent green gel capsules with expected specular highlights and reflections from their glossy surface. The bright white/pale streaks visible on many capsules are characteristic light reflections on curved, polished surfaces—a normal optical artifact. No evidence of cracks, discoloration, material defects, or surface damage is visible; all capsules appear uniformly formed and intact.",pass,False,809,109,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/005.JPG,1,0.6432687640190125,0.5121951219512195,clean,0.92,"These are pharmaceutical capsules (likely vitamin supplements) with expected manufacturing characteristics: uniform green coloring, consistent metallic/pearlescent sheen from pigmentation, and natural specular highlights from the glossy gelatin surface. The bright spots are reflections from overhead lighting on the curved capsule surfaces, not defects. All capsules show normal size, shape, and surface finish consistent with standard production.",pass,False,809,110,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/006.JPG,1,0.554257333278656,0.4224519940915806,clean,0.92,"These are translucent green capsules with expected specular highlights and reflections from their glossy surfaces. The bright white streaks are characteristic light reflections on curved, polished capsule geometry, not surface defects. The color variation from bright green to darker olive tones is normal for translucent pharmaceutical capsules under varied lighting angles. No cracks, discoloration, opacity changes, or material defects are visible.",pass,False,809,116,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/007.JPG,1,0.5529176592826843,0.42105263157894735,clean,0.92,"These are translucent gel capsules with expected specular highlights and color gradients from the green dye and metallic sheen. The bright white/gold reflections are characteristic light reflections on curved, glossy surfaces under directional lighting, not manufacturing defects. All capsules show normal, uniform shape and surface finish consistent with standard pharmaceutical capsule production.",pass,False,809,102,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/008.JPG,1,0.5924664735794067,0.4385964912280702,clean,0.92,"These are pharmaceutical capsules with expected bright specular highlights from the glossy gelatin surface and natural color variation in the green dye. The bright spots are consistent reflections from overhead lighting on the curved capsule geometry, not surface defects. All capsules show normal shape, closure, and finish consistent with standard manufacturing.",pass,False,809,93,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/010.JPG,1,0.6687542200088501,0.5238095238095238,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation from the green dye, and normal light reflections. The variation in appearance across capsules is consistent with lighting angle and capsule orientation, not defects. No cracks, discoloration, deformation, or material flaws are visible.",pass,False,809,103,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/012.JPG,1,0.5046688914299011,0.4363636363636363,clean,0.92,"These are gel capsules with intentional metallic/pearlescent green coating and reflective highlights. The bright spots and color variations are consistent with specular reflections from the glossy surface finish and the capsule's curved geometry under directional lighting. No surface cracks, delamination, discoloration, or structural defects are visible; the appearance is entirely consistent with normal manufacturing of coated capsules.",pass,False,809,113,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/013.JPG,1,0.5,0.3164556962025316,clean,0.92,"These are soft gelatin capsules with expected translucent green shells and visible oil/liquid fill with natural light refraction. The bright specular highlights and color gradients are characteristic of the material's optical properties under lighting, not manufacturing defects. All capsules show normal sealing, shape consistency, and surface integrity typical of acceptable pharmaceutical capsule production.",pass,False,809,100,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/014.JPG,1,0.6872185468673706,0.6377816291161179,clean,0.92,"These are pharmaceutical capsules (likely softgels) with expected specular highlights from their glossy gelatin surface and the translucent green coloring. The bright reflections and color gradients are consistent with normal manufacturing and lighting artifacts, not surface defects. No cracks, discoloration, opacity variations, or structural damage are visible.",pass,False,809,98,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/015.JPG,1,0.595771849155426,0.46153846153846156,clean,0.92,"These are pharmaceutical capsules (likely vitamin supplements or medications) with a standard glossy finish and expected specular highlights from the gel coating. The bright reflections and color variations are consistent with normal lighting artifacts on translucent capsule surfaces, not manufacturing defects. All capsules show uniform shape, size, and color saturation typical of acceptable product quality.",pass,False,809,100,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/016.JPG,1,0.6790095567703247,0.5555555555555556,clean,0.92,"These are pharmaceutical capsules (likely softgels) with expected two-tone coloring (green and gold/tan). The bright specular highlights on the gold ends are characteristic reflections from the glossy capsule surface under directional lighting, not defects. All capsules show normal shape, consistent coloring, and proper sealing with no visible cracks, leakage, or material degradation.",pass,False,809,111,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/017.JPG,1,0.6032625436782837,0.4363636363636363,clean,0.92,"These are gel capsules with expected specular highlights from their glossy gelatin surface and the overhead lighting. The bright reflections and color variations are consistent with normal capsule geometry and light reflection, not manufacturing defects. No visible cracks, discoloration, surface irregularities, or material flaws are present across the batch.",pass,False,809,96,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/018.JPG,1,0.6254059672355652,0.4693877551020408,clean,0.92,"These are translucent green capsules with expected specular highlights from the glossy surface and lighting geometry. The bright spots are consistent reflections from a point light source on curved surfaces, not surface defects. The color gradation from bright yellow-green to darker green is typical of translucent material under directional lighting and represents normal optical properties, not manufacturing defects.",pass,False,809,104,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/020.JPG,1,0.5478456616401672,0.4385964912280702,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation from green dye distribution, and normal light reflections. The bright spots are consistent reflections from the curved capsule geometry under directional lighting, not surface defects. No cracks, delamination, discoloration, or structural damage is visible.",pass,False,809,105,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/021.JPG,1,0.5703654289245605,0.42105263157894735,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, uniform green coloration, and consistent oval/oblong shapes. The bright spots are reflections from overhead lighting on the curved, polished surface—a normal optical artifact on translucent capsules, not a defect. No visible cracks, discoloration, deformation, or material flaws are present.",pass,False,809,114,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/022.JPG,1,0.6390045881271362,0.5460750853242321,clean,0.92,"These are pharmaceutical capsules (likely soft gels) with expected appearance: bright green coloring, natural specular highlights from the glossy gelatin surface, and consistent elongated oval morphology across all units. The bright reflective areas are characteristic light reflections on curved, translucent surfaces—not manufacturing defects. No visible cracks, discoloration, deformation, or material loss observed.",pass,False,809,110,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/023.JPG,1,0.5697439908981323,0.43078324225865217,clean,0.92,"These are gel capsules with expected specular highlights and color gradients typical of translucent pharmaceutical capsules. The bright white/yellow streaks are characteristic light reflections on the glossy curved surfaces, not surface defects. All capsules show consistent shape, opacity, and color distribution consistent with normal manufacturing.",pass,False,809,91,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/024.JPG,1,0.676827073097229,0.5454545454545455,clean,0.92,"These are gel capsules with intentional two-tone coloring (green and gold/metallic) and specular highlights from the glossy surface. The bright reflections and color variations are consistent with the expected appearance of pharmaceutical capsules under directional lighting. No surface cracks, delamination, discoloration, or structural defects are visible; the flagged appearance is likely a specular highlight or normal color gradient artifact.",pass,False,809,116,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/025.JPG,1,0.6519633531570435,0.5238095238095238,clean,0.92,"These are gel capsules with expected optical properties: bright green translucent bodies with natural specular highlights and light refraction creating the white/pale streaks visible on their surfaces. The highlights are consistent with the curved geometry and glossy material finish, not manufacturing defects. The variation in appearance across capsules is normal for this product type under directional lighting.",pass,False,809,101,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/026.JPG,1,0.6426812410354614,0.5217391304347826,clean,0.92,"These are translucent green capsules with expected specular highlights from the glossy surface and internal light refraction. The bright white/gold reflections are characteristic artifacts of the capsule material's optical properties under directional lighting, not surface defects. All capsules show consistent color, shape, and finish typical of pharmaceutical or supplement capsules in good condition.",pass,False,809,101,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/027.JPG,1,0.6870537996292114,0.6377816291161179,clean,0.92,"These are gel capsules with expected specular highlights from the glossy surface and internal liquid/gel. The bright white and gold reflections are consistent with normal lighting on translucent capsules with metallic or reflective coatings. No cracks, discoloration, opacity variations, or structural defects are visible; all capsules appear uniform and intact.",pass,False,809,102,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/028.JPG,1,0.5965960621833801,0.46153846153846156,clean,0.92,"These are pharmaceutical capsules (likely softgels) with expected manufacturing characteristics: uniform green coloring, glossy specular highlights from the gelatin surface, and consistent oval shape across all units. The bright reflections are typical light artifacts on curved, translucent surfaces and do not indicate surface defects, cracks, or material degradation. No visible pitting, discoloration, deformation, or structural anomalies are present.",pass,False,809,118,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/029.JPG,1,0.5925663113594055,0.4363636363636363,clean,0.92,"These are gel capsules with expected specular highlights and color gradients from the translucent green material and lighting geometry. The bright white spots are characteristic reflections from the curved capsule surfaces under directional lighting, not surface defects. The color variation from bright green to olive/brown is normal for backlit translucent capsules and represents the material's optical properties, not contamination or damage.",pass,False,809,110,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/030.JPG,1,0.6203349232673645,0.4693877551020408,clean,0.92,"These are translucent gel capsules with intentional dual-color design (green and gold/amber sections) and expected specular highlights from the glossy surface. The bright reflections and color variations are consistent with the product's intended appearance and material properties, not manufacturing defects. No surface cracks, discoloration, opacity issues, or shape irregularities are evident.",pass,False,809,105,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/031.JPG,1,0.636194109916687,0.48979591836734687,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation in the green dye, and normal light reflections. The bright white streaks are typical specular highlights on curved capsule surfaces under directional lighting, not surface defects. All capsules show consistent shape, opacity, and finish consistent with normal production.",pass,False,809,105,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/032.JPG,1,0.6377897262573242,0.5581395348837209,clean,0.92,"These are capsule/gel parts with intentional two-tone coloring (green body with gold/metallic end caps). The bright specular highlights on the gold ends are consistent with reflective metallic coatings under directional lighting, not defects. All parts show uniform color distribution, proper shape, and expected surface characteristics for this product type.",pass,False,809,100,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/034.JPG,1,0.510942280292511,0.3333333333333333,clean,0.92,"These are translucent green capsules with intentional metallic/reflective coatings on their surfaces, creating bright specular highlights that are characteristic of the product design. The variation in highlight intensity and position across different capsules is due to lighting angle and surface curvature, not manufacturing defects. All capsules show consistent color, shape, and coating quality typical of acceptable pharmaceutical or supplement capsules.",pass,False,809,111,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/035.JPG,1,0.6571997404098511,0.5217391304347826,clean,0.92,"These are translucent green capsules with expected specular highlights and reflections from the overhead lighting. The bright white streaks are characteristic light reflections on the glossy curved surfaces, not surface defects. The color variation from bright green to darker olive tones is consistent with translucency and viewing angle, not manufacturing defects. No cracks, discoloration, material voids, or structural anomalies are visible.",pass,False,809,116,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/037.JPG,1,0.6134270429611206,0.484375,clean,0.92,"These are gel capsules with intentional metallic/pearlescent coatings and bright specular highlights characteristic of their design. The bright white streaks are reflections from the glossy surface and lighting, not surface defects. All capsules show consistent color, shape, and finish expected for this product type.",pass,False,809,92,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/038.JPG,1,0.6441316604614258,0.5121951219512195,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation in the green dye, and normal light reflections. The bright spots are consistent reflections from the curved capsule geometry under directional lighting, not surface defects. All capsules show uniform shape, intact sealing, and no visible cracks, dents, or material degradation.",pass,False,809,112,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/039.JPG,1,0.6244469881057739,0.4693877551020408,clean,0.92,"These are gelatin capsules with a standard two-tone appearance (green and translucent/gold sections) and expected specular highlights from the glossy surface. The bright reflections and color variations are consistent with normal capsule geometry and lighting, not manufacturing defects. All visible capsules show uniform shape, consistent coloring within expected ranges, and no cracks, discoloration, or structural damage.",pass,False,809,111,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/040.JPG,1,0.5454515814781189,0.41440377804014167,clean,0.92,"These are gel capsules with intentional metallic/pearlescent coatings and green translucent shells. The bright reflective highlights and color variations are consistent with the expected optical properties of coated capsules under directional lighting, not manufacturing defects. All capsules show uniform shape, intact seals, and consistent surface finish typical of quality pharmaceutical or supplement capsules.",pass,False,809,105,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/041.JPG,1,0.586968183517456,0.4565217391304348,clean,0.92,"These are gel capsules with expected manufacturing characteristics: the bright white/gold streaks are specular highlights from the glossy gelatin surface and overhead lighting, not surface defects. The color variation from bright green to olive-toned areas is normal for translucent capsule material under directional lighting. No cracks, voids, discoloration, or structural damage is visible.",pass,False,809,107,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/042.JPG,1,0.5799893140792847,0.46153846153846156,clean,0.92,"These are gel capsules with expected manufacturing characteristics: the bright white/cream highlights are specular reflections from the glossy gelatin surface and metallic end caps, which are normal and consistent across all units. The green coloration is uniform and the capsules show no cracks, discoloration, opacity changes, or structural deformities that would indicate actual defects. Any flagged anomalies are lighting artifacts from the overhead illumination on the curved, reflective surfaces.",pass,False,809,126,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/043.JPG,1,0.5206853151321411,0.3333333333333333,clean,0.92,"These are translucent gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy surface, natural color variation in the green dye distribution, and normal light refraction through the transparent material. No surface cracks, voids, discoloration, or structural defects are visible. The appearance flagged is consistent with standard capsule optics and lighting artifacts rather than manufacturing defects.",pass,False,809,110,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/044.JPG,1,0.5581411123275757,0.4224519940915806,clean,0.92,"These are gel capsules with expected bright specular highlights from their glossy surface and translucent green material. The bright white streaks are characteristic reflections from the overhead lighting on the curved, polished capsule surfaces, not surface defects. The color gradation and shine pattern are consistent across all capsules, indicating normal manufacturing quality.",pass,False,809,97,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/066.JPG,1,0.608492374420166,0.4623655913978495,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation from translucent green material, and consistent elongated oval morphology. The bright spots are reflections from overhead lighting on the curved capsule surfaces, not surface defects. All capsules appear structurally sound with no visible cracks, delamination, or material discontinuities.",pass,False,809,112,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/086.JPG,1,0.57120281457901,0.4224519940915806,clean,0.92,"These are translucent green capsules with intentional metallic/reflective coatings on one side, which is a standard cosmetic design feature. The bright specular highlights and color variations are consistent with the optical properties of coated gelatin capsules under directional lighting, not manufacturing defects. All capsules show uniform shape, size, and expected surface characteristics for this product type.",pass,False,809,108,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/087.JPG,1,0.693375289440155,0.6666666666666666,clean,0.92,"These are pharmaceutical capsules (likely soft gels) with expected bright specular highlights from their glossy gelatin surface and internal liquid fill. The bright streaks and reflections are consistent with normal lighting artifacts on curved, translucent surfaces rather than manufacturing defects. All capsules show uniform color, shape, and size consistent with normal production standards.",pass,False,809,99,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/088.JPG,1,0.5532616376876831,0.4224519940915806,clean,0.92,"These are pharmaceutical capsules (likely gel caps) with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation in the green dye, and normal light reflections. The appearance flagged is consistent with standard capsule optics and lighting artifacts rather than defects like cracks, discoloration, or material degradation. All visible capsules appear structurally intact with proper shape and finish.",pass,False,809,116,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/089.JPG,1,0.6090822219848633,0.4809160305343511,clean,0.92,"These are gel capsules with expected manufacturing characteristics: the bright specular highlights on the curved surfaces are consistent with light reflection off glossy gelatin, and the color variation from bright green to darker olive tones is normal for translucent capsule fill visibility. No cracks, delamination, surface pitting, or structural defects are visible. The appearance is consistent with standard pharmaceutical capsule production.",pass,False,809,110,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/090.JPG,1,0.6085437536239624,0.49429657794676807,clean,0.92,"These are translucent green capsules with intentional metallic/reflective coatings on the ends, which is a standard manufacturing feature. The bright highlights and color variations visible across the batch are consistent with specular reflections from the glossy surface and different lighting angles, not manufacturing defects. All capsules show uniform shape, consistent coloring, and expected optical properties for this product type.",pass,False,809,109,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/091.JPG,1,0.6437262296676636,0.5555555555555556,clean,0.92,"These are pharmaceutical capsules with expected specular highlights from the glossy gelatin surface and metallic pigment coating. The bright streaks and reflections are consistent with normal lighting artifacts on curved, reflective surfaces. No evidence of cracks, discoloration, opacity, or material defects is visible; all capsules show uniform green coloration and proper shape.",pass,False,809,102,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/093.JPG,1,0.6255040168762207,0.5056179775280899,clean,0.92,"These are pharmaceutical capsules (likely softgels) with expected manufacturing characteristics: the bright specular highlights on the gold/tan ends are normal reflections from the sealed capsule ends, and the green translucent bodies show typical color variation and light transmission. No surface cracks, delamination, leakage, or structural defects are visible. The appearance is consistent with normal production quality.",pass,False,809,109,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/094.JPG,1,0.5628865361213684,0.4224519940915806,clean,0.92,"These are gel capsules with expected bright specular highlights from the glossy gelatin surface and internal liquid. The bright white streaks are characteristic reflections from the overhead lighting on the curved, transparent capsule bodies, not surface defects. The color variation from bright green to darker olive tones is normal for translucent gel capsules under directional lighting. No cracks, discoloration, opacity changes, or structural damage are visible.",pass,False,809,118,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/097.JPG,1,0.5576151609420776,0.4385964912280702,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color gradation from green to amber/brown due to light refraction through translucent material, and consistent capsule geometry. The highlights and color variations are optical artifacts from the curved, reflective surface and lighting angle, not manufacturing defects. All capsules appear structurally sound with no visible cracks, seams, or material flaws.",pass,False,809,122,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/098.JPG,1,0.5302939414978027,0.3333333333333333,clean,0.92,"These are gel capsules with expected manufacturing characteristics: bright specular highlights from the glossy gelatin surface, natural color variation in the green dye, and normal capsule geometry. The bright spots are reflections from overhead lighting on the curved, polished surface—a standard optical artifact on translucent capsules, not surface defects. No cracks, discoloration, deformation, or material flaws are visible.",pass,False,809,115,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/bad/099.JPG,1,0.5876482129096985,0.4385964912280702,clean,0.92,"These are translucent green capsules with intentional metallic/gold foil coating on one half, which is a standard pharmaceutical or supplement product design. The bright reflective highlights and color variations are consistent with the specular properties of the metallic coating and translucent material under directional lighting, not manufacturing defects. All capsules show uniform construction with no visible cracks, delamination, or material discontinuities.",pass,False,809,116,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/011.JPG,0,0.6072543263435364,0.4771084337349398,clean,0.92,"These are pharmaceutical capsules with a standard two-tone green/gold appearance and expected specular highlights from the glossy gelatin surface. The bright reflections are consistent with normal lighting on curved, translucent capsule geometry and are artifacts of the imaging setup, not manufacturing defects. All capsules show uniform color, shape, and surface finish typical of acceptable product.",pass,False,809,103,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/013.JPG,0,0.626922070980072,0.48979591836734687,clean,0.92,"These are gel capsules with expected specular highlights from the glossy surface and translucent green material. The bright white streaks are characteristic reflections from overhead lighting on the curved capsule surfaces, not surface defects. All capsules show uniform color, shape, and finish consistent with normal manufacturing quality.",pass,False,809,90,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/016.JPG,0,0.5915337800979614,0.4385964912280702,clean,0.92,"These are translucent green capsules with expected specular highlights and reflections from the glossy surface and lighting geometry. The bright white/golden streaks are characteristic light reflections on curved, polished surfaces, not surface defects. The color variation from bright green to darker olive tones is consistent with translucency and shadow effects from the capsule shape and overhead lighting, not manufacturing defects.",pass,False,809,110,False
A,3,claude-haiku-4-5,/kaggle/working/aiqs-agent/datasets/visa/visa_pytorch/capsules/test/good/026.JPG,0,0.6069269776344299,0.47368421052631576,clean,0.92,"These are gel capsules with expected specular highlights from the glossy surface and translucent green material. The bright reflections and color variations are consistent with normal lighting on curved, transparent pharmaceutical capsules. No surface cracks, discoloration, opacity changes, or structural defects are visible—only typical manufacturing appearance and light reflection artifacts.",pass,False,809,97,False
